date,underlying,expiry,strategy_type,legs,strategy_id
2024-11-04,NIFTY,2024-11-07 00:00:00,Strangle,24500.0-CE--25;23400.0-PE--25,20241104_NIFTY_2024-11-07 00:00:00_Strangle_24500.0_CE_-1|23400.0_PE_-1
2024-11-05,NIFTY,2024-11-07 00:00:00,Strangle,24500.0-CE--25;23400.0-PE--25,20241105_NIFTY_2024-11-07 00:00:00_Strangle_24500.0_CE_-1|23400.0_PE_-1
2024-11-06,NIFTY,2024-11-07 00:00:00,Straddle,24500.0-CE--25;24500.0-PE--25,20241106_NIFTY_2024-11-07 00:00:00_Straddle_24500.0_CE_-1|24500.0_PE_-1
2024-11-06,NIFTY,2024-11-07 00:00:00,Naked Put Sell,23400.0-PE--25,20241106_NIFTY_2024-11-07 00:00:00_Naked Put Sell_23400.0_PE_-1
2024-11-07,NIFTY,2024-11-07 00:00:00,Straddle,24500.0-CE--25;24500.0-PE--25,20241107_NIFTY_2024-11-07 00:00:00_Straddle_24500.0_CE_-1|24500.0_PE_-1
2024-11-07,NIFTY,2024-11-14 00:00:00,Naked Call Sell,24500.0-CE--25,20241107_NIFTY_2024-11-14 00:00:00_Naked Call Sell_24500.0_CE_-1
2024-11-07,NIFTY,2024-11-07 00:00:00|2024-11-14 00:00:00,Calendar Spread,24500.0-CE--25-[Timestamp('2024-11-07 00:00:00')];24500.0-CE--25-[Timestamp('2024-11-14 00:00:00')],CAL_NIFTY_24500.0_CE_-25_2024-11-07 00:00:00_2024-11-14 00:00:00
2024-11-08,NIFTY,2024-11-14 00:00:00,Naked Call Sell,24500.0-CE--25,20241108_NIFTY_2024-11-14 00:00:00_Naked Call Sell_24500.0_CE_-1
2024-11-11,NIFTY,2024-11-14 00:00:00,Naked Call Sell,24500.0-CE--25,20241111_NIFTY_2024-11-14 00:00:00_Naked Call Sell_24500.0_CE_-1
2024-11-12,NIFTY,2024-11-14 00:00:00,Naked Call Sell,24200.0-CE--25,20241112_NIFTY_2024-11-14 00:00:00_Naked Call Sell_24200.0_CE_-1
2024-11-12,NIFTY,2024-11-14 00:00:00,Naked Call Sell,24500.0-CE--25,20241112_NIFTY_2024-11-14 00:00:00_Naked Call Sell_24500.0_CE_-1
2024-11-13,NIFTY,2024-11-14 00:00:00,Strangle,24050.0-CE--25;23450.0-PE--25,20241113_NIFTY_2024-11-14 00:00:00_Strangle_24050.0_CE_-1|23450.0_PE_-1
2024-11-13,NIFTY,2024-11-14 00:00:00,Naked Call Sell,24200.0-CE--25,20241113_NIFTY_2024-11-14 00:00:00_Naked Call Sell_24200.0_CE_-1
2024-11-14,NIFTY,2024-11-14 00:00:00,Strangle,24050.0-CE--25;23450.0-PE--25,20241114_NIFTY_2024-11-14 00:00:00_Strangle_24050.0_CE_-1|23450.0_PE_-1
2024-11-18,NIFTY,2024-11-21 00:00:00,Naked Call Sell,23650.0-CE--25,20241118_NIFTY_2024-11-21 00:00:00_Naked Call Sell_23650.0_CE_-1
2024-11-19,NIFTY,2024-11-21 00:00:00,Bull Put Spread,23150.0-PE--25;23500.0-PE-25,20241119_NIFTY_2024-11-21 00:00:00_Bull Put Spread_23150.0_PE_-1|23500.0_PE_1
2024-11-19,NIFTY,2024-11-21 00:00:00,Naked Call Sell,23650.0-CE--25,20241119_NIFTY_2024-11-21 00:00:00_Naked Call Sell_23650.0_CE_-1
2024-11-20,NIFTY,2024-11-21 00:00:00,Strangle,23650.0-CE--25;23150.0-PE--25,20241120_NIFTY_2024-11-21 00:00:00_Strangle_23650.0_CE_-1|23150.0_PE_-1
2024-11-21,NIFTY,2024-11-21 00:00:00,Strangle,23650.0-CE--25;23150.0-PE--25,20241121_NIFTY_2024-11-21 00:00:00_Strangle_23650.0_CE_-1|23150.0_PE_-1
2024-11-21,NIFTY,2024-11-28 00:00:00,Strangle,23800.0-CE--25;22700.0-PE--25,20241121_NIFTY_2024-11-28 00:00:00_Strangle_23800.0_CE_-1|22700.0_PE_-1
2024-11-22,NIFTY,2024-11-28 00:00:00,Strangle,23800.0-CE--25;22700.0-PE--25,20241122_NIFTY_2024-11-28 00:00:00_Strangle_23800.0_CE_-1|22700.0_PE_-1
2024-11-25,NIFTY,2024-11-28 00:00:00,Strangle,24400.0-CE--25;22700.0-PE--25,20241125_NIFTY_2024-11-28 00:00:00_Strangle_24400.0_CE_-1|22700.0_PE_-1
2024-11-25,NIFTY,2024-11-28 00:00:00,Naked Put Sell,23900.0-PE--25,20241125_NIFTY_2024-11-28 00:00:00_Naked Put Sell_23900.0_PE_-1
2024-11-26,NIFTY,2024-11-28 00:00:00,Strangle,24400.0-CE--25;23900.0-PE--25,20241126_NIFTY_2024-11-28 00:00:00_Strangle_24400.0_CE_-1|23900.0_PE_-1
2024-11-27,NIFTY,2024-11-28 00:00:00,Strangle,24400.0-CE--25;23900.0-PE--25,20241127_NIFTY_2024-11-28 00:00:00_Strangle_24400.0_CE_-1|23900.0_PE_-1
2024-12-02,NIFTY,2024-12-05 00:00:00,Strangle,24500.0-CE--25;23800.0-PE--25,20241202_NIFTY_2024-12-05 00:00:00_Strangle_24500.0_CE_-1|23800.0_PE_-1
2024-12-03,NIFTY,2024-12-05 00:00:00,Strangle,24500.0-CE--25;23800.0-PE--25,20241203_NIFTY_2024-12-05 00:00:00_Strangle_24500.0_CE_-1|23800.0_PE_-1
2024-12-03,NIFTY,2024-12-05 00:00:00,Naked Put Sell,24200.0-PE--25,20241203_NIFTY_2024-12-05 00:00:00_Naked Put Sell_24200.0_PE_-1
2024-12-04,NIFTY,2024-12-05 00:00:00,Strangle,24500.0-CE--25;24200.0-PE--25,20241204_NIFTY_2024-12-05 00:00:00_Strangle_24500.0_CE_-1|24200.0_PE_-1
2024-12-05,NIFTY,2024-12-05 00:00:00,Strangle,24500.0-CE--25;24200.0-PE--25,20241205_NIFTY_2024-12-05 00:00:00_Strangle_24500.0_CE_-1|24200.0_PE_-1
2024-12-19,NIFTY,2024-12-19 00:00:00,Naked Call Buy,24000.0-CE-50,20241219_NIFTY_2024-12-19 00:00:00_Naked Call Buy_24000.0_CE_1
2025-01-06,NIFTY,2025-01-09 00:00:00,Bull Put Spread,23750.0-PE--75;23950.0-PE-75,20250106_NIFTY_2025-01-09 00:00:00_Bull Put Spread_23750.0_PE_-1|23950.0_PE_1
2025-01-08,NIFTY,2025-01-09 00:00:00,Naked Put Buy,23550.0-PE-75,20250108_NIFTY_2025-01-09 00:00:00_Naked Put Buy_23550.0_PE_1
2025-01-09,NIFTY,2025-01-09 00:00:00,Naked Put Buy,23550.0-PE-75,20250109_NIFTY_2025-01-09 00:00:00_Naked Put Buy_23550.0_PE_1
2025-01-17,NIFTY,2025-01-23 00:00:00,Bear Call Spread,23200.0-CE--75;23400.0-CE-75,20250117_NIFTY_2025-01-23 00:00:00_Bear Call Spread_23200.0_CE_-1|23400.0_CE_1
2025-01-20,NIFTY,2025-01-23 00:00:00,Bear Call Spread,23200.0-CE--75;23400.0-CE-75,20250120_NIFTY_2025-01-23 00:00:00_Bear Call Spread_23200.0_CE_-1|23400.0_CE_1
2025-01-21,NIFTY,2025-01-23 00:00:00,Bear Call Spread,23200.0-CE--75;23400.0-CE-75,20250121_NIFTY_2025-01-23 00:00:00_Bear Call Spread_23200.0_CE_-1|23400.0_CE_1
2025-01-22,NIFTY,2025-01-23 00:00:00,Bear Call Spread,23200.0-CE--75;23400.0-CE-75,20250122_NIFTY_2025-01-23 00:00:00_Bear Call Spread_23200.0_CE_-1|23400.0_CE_1
2025-01-24,NIFTY,2025-01-30 00:00:00,Strangle,23400.0-CE--25;22700.0-PE--25,20250124_NIFTY_2025-01-30 00:00:00_Strangle_23400.0_CE_-1|22700.0_PE_-1
2025-01-27,NIFTY,2025-01-30 00:00:00,Strangle,23400.0-CE--25;22700.0-PE--25,20250127_NIFTY_2025-01-30 00:00:00_Strangle_23400.0_CE_-1|22700.0_PE_-1
2025-01-28,NIFTY,2025-01-30 00:00:00,Strangle,23400.0-CE--25;22700.0-PE--25,20250128_NIFTY_2025-01-30 00:00:00_Strangle_23400.0_CE_-1|22700.0_PE_-1
2025-01-29,NIFTY,2025-01-30 00:00:00,Naked Call Sell,23400.0-CE--25,20250129_NIFTY_2025-01-30 00:00:00_Naked Call Sell_23400.0_CE_-1
2025-01-30,NIFTY,2025-01-30 00:00:00,Naked Call Sell,23400.0-CE--25,20250130_NIFTY_2025-01-30 00:00:00_Naked Call Sell_23400.0_CE_-1
2025-02-03,NIFTY,2025-02-06 00:00:00,Naked Put Buy,23450.0-PE-75,20250203_NIFTY_2025-02-06 00:00:00_Naked Put Buy_23450.0_PE_1
2025-02-10,NIFTY,2025-02-13 00:00:00,Bear Call Spread,23700.0-CE--75;24000.0-CE-75,20250210_NIFTY_2025-02-13 00:00:00_Bear Call Spread_23700.0_CE_-1|24000.0_CE_1
2025-02-11,NIFTY,2025-02-13 00:00:00,Bear Call Spread,23700.0-CE--75;24000.0-CE-75,20250211_NIFTY_2025-02-13 00:00:00_Bear Call Spread_23700.0_CE_-1|24000.0_CE_1
2025-02-11,NIFTY,2025-02-13 00:00:00,Naked Put Buy,23300.0-PE-75,20250211_NIFTY_2025-02-13 00:00:00_Naked Put Buy_23300.0_PE_1
2025-02-18,NIFTY,2025-02-20 00:00:00,Bear Call Spread,23050.0-CE--75;23300.0-CE-75,20250218_NIFTY_2025-02-20 00:00:00_Bear Call Spread_23050.0_CE_-1|23300.0_CE_1
2025-02-19,NIFTY,2025-02-20 00:00:00,Bear Call Spread,23050.0-CE--75;23300.0-CE-75,20250219_NIFTY_2025-02-20 00:00:00_Bear Call Spread_23050.0_CE_-1|23300.0_CE_1
2025-02-20,NIFTY,2025-02-20 00:00:00,Bear Call Spread,23050.0-CE--75;23300.0-CE-75,20250220_NIFTY_2025-02-20 00:00:00_Bear Call Spread_23050.0_CE_-1|23300.0_CE_1
2025-02-24,NIFTY,2025-02-27 00:00:00,Bear Call Spread,22800.0-CE--75;23000.0-CE-75,20250224_NIFTY_2025-02-27 00:00:00_Bear Call Spread_22800.0_CE_-1|23000.0_CE_1
2025-02-25,NIFTY,2025-02-27 00:00:00,Bear Call Spread,22800.0-CE--75;23000.0-CE-75,20250225_NIFTY_2025-02-27 00:00:00_Bear Call Spread_22800.0_CE_-1|23000.0_CE_1
2025-02-28,NIFTY,2025-03-06 00:00:00,Naked Call Buy,22500.0-CE-75,20250228_NIFTY_2025-03-06 00:00:00_Naked Call Buy_22500.0_CE_1
2025-02-28,NIFTY,2025-03-06 00:00:00,Naked Call Buy,22500.0-CE-75,20250228_NIFTY_2025-03-06 00:00:00_Naked Call Buy_22500.0_CE_1
2025-03-03,NIFTY,2025-03-06 00:00:00,Bear Call Spread,22150.0-CE--75;22300.0-CE-75,20250303_NIFTY_2025-03-06 00:00:00_Bear Call Spread_22150.0_CE_-1|22300.0_CE_1
2025-03-04,NIFTY,2025-03-06 00:00:00,Bear Call Spread,22150.0-CE--75;22300.0-CE-75,20250304_NIFTY_2025-03-06 00:00:00_Bear Call Spread_22150.0_CE_-1|22300.0_CE_1
2025-03-05,NIFTY,2025-03-06 00:00:00,Bear Call Spread,22150.0-CE--75;22300.0-CE-75,20250305_NIFTY_2025-03-06 00:00:00_Bear Call Spread_22150.0_CE_-1|22300.0_CE_1
2025-03-06,NIFTY,2025-03-06 00:00:00,Bear Call Spread,22150.0-CE--75;22300.0-CE-75,20250306_NIFTY_2025-03-06 00:00:00_Bear Call Spread_22150.0_CE_-1|22300.0_CE_1
2025-03-25,NIFTY,2025-03-27 00:00:00,Naked Call Buy,23800.0-CE-75,20250325_NIFTY_2025-03-27 00:00:00_Naked Call Buy_23800.0_CE_1
