symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time,expiry_date
NIFTY24NOV23900PE,,27-11-2024,NSE,FO,,buy,FALSE,25,10.5,2675519,1200000082436059,2024-11-27T11:36:51,28-11-2024
NIFTY24D0524500CE,,02-12-2024,NSE,FO,,sell,FALSE,25,39.9,5769018,1200000148126045,2024-12-02T11:34:01,05-12-2024
NIFTY24D0523800PE,,02-12-2024,NSE,FO,,sell,FALSE,25,44.1,5886827,1000000153392576,2024-12-02T11:34:08,05-12-2024
M&M24DEC3050CE,,02-12-2024,NSE,FO,,buy,FALSE,175,79.65,776005,2200000173781451,2024-12-02T14:39:29,26-12-2024
NIFTY24D0523800PE,,03-12-2024,NSE,FO,,buy,FALSE,25,11.2,10819429,1000000254444274,2024-12-03T14:43:15,05-12-2024
NIFTY24D0524200PE,,03-12-2024,NSE,FO,,sell,FALSE,25,53.1,10849920,1000000255683117,2024-12-03T14:44:33,05-12-2024
NIFTY24D0524500CE,,05-12-2024,NSE,FO,,buy,FALSE,25,94.4,32846707,1200000511769559,2024-12-05T15:00:44,05-12-2024
NIFTY24D0524200PE,,05-12-2024,NSE,FO,,buy,FALSE,25,1,37361515,1000000550494698,2024-12-05T15:04:18,05-12-2024
M&M24DEC3050CE,,05-12-2024,NSE,FO,,sell,FALSE,175,97.6,879375,2200000209139743,2024-12-05T15:26:42,26-12-2024
NIFTY24D1924000CE,,19-12-2024,NSE,FO,,buy,FALSE,50,20.65,11205030,1000000144558910,2024-12-19T12:25:31,19-12-2024
NIFTY24D1924000CE,,19-12-2024,NSE,FO,,sell,FALSE,50,0.1,17475663,1000000212123428,2024-12-19T15:16:54,19-12-2024
NIFTY2510923950PE,,06-01-2025,NSE,FO,,buy,FALSE,75,163.65,1044507,1500000058128490,2025-01-06T10:34:01,09-01-2025
NIFTY2510923750PE,,06-01-2025,NSE,FO,,sell,FALSE,75,80.8,1124461,1100000058137530,2025-01-06T10:34:04,09-01-2025
NIFTY2510923950PE,,06-01-2025,NSE,FO,,sell,FALSE,75,377.85,3583653,1500000226125578,2025-01-06T15:00:04,09-01-2025
NIFTY2510923750PE,,06-01-2025,NSE,FO,,buy,FALSE,75,251,3572123,1100000225901839,2025-01-06T15:00:21,09-01-2025
NIFTY2510923550PE,,08-01-2025,NSE,FO,,buy,FALSE,75,90.6,1477306,1300000064270657,2025-01-08T10:44:08,09-01-2025
NIFTY2512323400CE,,17-01-2025,NSE,FO,,buy,FALSE,75,96.05,3555979,1000000197248533,2025-01-17T13:45:44,23-01-2025
NIFTY2512323200CE,,17-01-2025,NSE,FO,,sell,FALSE,75,186,4736138,1200000194577412,2025-01-17T13:46:07,23-01-2025
NIFTY2512323200CE,,22-01-2025,NSE,FO,,buy,FALSE,75,46.6,6736836,1200000245465985,2025-01-22T15:10:30,23-01-2025
NIFTY2512323400CE,,22-01-2025,NSE,FO,,sell,FALSE,75,10.15,9323013,1000000272759843,2025-01-22T15:10:49,23-01-2025
NIFTY25JAN22700PE,,24-01-2025,NSE,FO,,sell,FALSE,25,41.9,6500709,1400000252152920,2025-01-24T15:16:07,30-01-2025
NIFTY25JAN23400CE,,24-01-2025,NSE,FO,,sell,FALSE,25,59.75,5673186,1000000272297066,2025-01-24T15:16:15,30-01-2025
NIFTY25JAN22700PE,,28-01-2025,NSE,FO,,buy,FALSE,25,58.1,283890,1400000005049890,2025-01-28T09:20:36,30-01-2025
NIFTY25JAN23400CE,,30-01-2025,NSE,FO,,buy,FALSE,25,1.3,12442707,1000000335629558,2025-01-30T14:44:43,30-01-2025
NIFTY2520623450PE,,01-02-2025,NSE,FO,,buy,FALSE,75,190.35,967698,1100000058441555,2025-02-01T11:52:23,06-02-2025
NIFTY2520623450PE,,03-02-2025,NSE,FO,,sell,FALSE,75,222.75,139479,1100000003801728,2025-02-03T09:23:44,06-02-2025
NIFTY2521324000CE,,10-02-2025,NSE,FO,,buy,FALSE,75,14.6,488681,1400000018409404,2025-02-10T09:59:59,13-02-2025
NIFTY2521323700CE,,10-02-2025,NSE,FO,,sell,FALSE,75,60.75,514134,1500000018863204,2025-02-10T10:00:03,13-02-2025
NIFTY2521323300PE,,11-02-2025,NSE,FO,,buy,FALSE,75,129.6,1112053,1400000032198048,2025-02-11T10:14:43,13-02-2025
NIFTY2521323300PE,,11-02-2025,NSE,FO,,sell,FALSE,75,255.45,2847312,1400000088577552,2025-02-11T13:11:32,13-02-2025
NIFTY2521324000CE,,11-02-2025,NSE,FO,,sell,FALSE,75,3.25,2854931,1400000088578123,2025-02-11T13:11:54,13-02-2025
NIFTY2521323700CE,,11-02-2025,NSE,FO,,buy,FALSE,75,8.65,2316186,1500000087859263,2025-02-11T13:12:01,13-02-2025
NIFTY2522023300CE,,18-02-2025,NSE,FO,,buy,FALSE,75,19.4,1292423,1400000045342838,2025-02-18T10:24:35,20-02-2025
NIFTY2522023050CE,,18-02-2025,NSE,FO,,sell,FALSE,75,66.85,920197,1600000041022071,2025-02-18T10:24:56,20-02-2025
NIFTY2522023050CE,,20-02-2025,NSE,FO,,buy,FALSE,75,8.8,2112390,1600000068212394,2025-02-20T11:34:55,20-02-2025
NIFTY2522023300CE,,20-02-2025,NSE,FO,,sell,FALSE,75,1.05,3118387,1400000074389602,2025-02-20T11:35:25,20-02-2025
NIFTY25FEB23000CE,,24-02-2025,NSE,FO,,buy,FALSE,75,18.35,1134738,1500000036177171,2025-02-24T10:17:18,27-02-2025
NIFTY25FEB22800CE,,24-02-2025,NSE,FO,,sell,FALSE,75,52.45,863200,1100000031791443,2025-02-24T10:18:10,27-02-2025
NIFTY25FEB22800CE,,25-02-2025,NSE,FO,,buy,FALSE,75,7.2,1452533,1100000069644281,2025-02-25T13:54:42,27-02-2025
NIFTY25FEB23000CE,,25-02-2025,NSE,FO,,sell,FALSE,75,3.2,2020462,1500000079317839,2025-02-25T13:54:42,27-02-2025
NIFTY2530622500CE,,28-02-2025,NSE,FO,,buy,FALSE,75,102.2,211734,1200000004369794,2025-02-28T09:22:16,06-03-2025
NIFTY2530622500CE,,28-02-2025,NSE,FO,,buy,FALSE,75,64.85,886359,1200000030984225,2025-02-28T10:15:22,06-03-2025
NIFTY2530622500CE,,28-02-2025,NSE,FO,,sell,FALSE,150,41.5,1728597,1200000076480845,2025-02-28T12:34:57,06-03-2025
NIFTY2530622150CE,,03-03-2025,NSE,FO,,sell,FALSE,75,107.95,1042184,1200000030096385,2025-03-03T09:56:28,06-03-2025
NIFTY2530622300CE,,03-03-2025,NSE,FO,,buy,FALSE,75,52.25,881480,1500000028672950,2025-03-03T09:56:28,06-03-2025
NIFTY2530622150CE,,06-03-2025,NSE,FO,,buy,FALSE,75,388.2,11878892,1200000213714256,2025-03-06T14:41:53,06-03-2025
NIFTY2530622300CE,,06-03-2025,NSE,FO,,sell,FALSE,75,236.6,9903410,1500000202741720,2025-03-06T14:41:53,06-03-2025
NIFTY25MAR23800CE,,25-03-2025,NSE,FO,,buy,FALSE,75,133.4,828465,1000000021695363,2025-03-25T09:39:37,27-03-2025
NIFTY25MAR23800CE,,25-03-2025,NSE,FO,,sell,FALSE,75,159.3,1209204,1000000030932197,2025-03-25T09:51:43,27-03-2025
