date,underlying,expiry,strike,option_type,quantity,position_type,avg_entry_price,status
2025-01-28,NIFTY,2025-01-30 00:00:00,23400.0,CE,-25,Short,59.75,Active
2025-01-29,NIFTY,2025-01-30 00:00:00,23400.0,CE,-25,Short,59.75,Active
2025-01-30,NIFTY,2025-01-30 00:00:00,23400.0,CE,-25,Short,59.75,Closed
2025-02-03,NIFTY,2025-02-06 00:00:00,23450.0,PE,75,Long,190.35,Closed
2025-02-10,NIFTY,2025-02-13 00:00:00,23700.0,CE,-75,Short,60.75,Active
2025-02-10,NIFTY,2025-02-13 00:00:00,24000.0,CE,75,Long,14.6,Active
2025-02-11,NIFTY,2025-02-13 00:00:00,23300.0,PE,75,Long,129.6,Closed
2025-02-11,NIFTY,2025-02-13 00:00:00,23700.0,CE,-75,Short,60.75,Closed
2025-02-11,NIFTY,2025-02-13 00:00:00,24000.0,CE,75,Long,14.6,Closed
2025-02-18,NIFTY,2025-02-20 00:00:00,23050.0,CE,-75,Short,66.85,Active
2025-02-18,NIFTY,2025-02-20 00:00:00,23300.0,CE,75,Long,19.4,Active
2025-02-19,NIFTY,2025-02-20 00:00:00,23050.0,CE,-75,Short,66.85,Active
2025-02-19,NIFTY,2025-02-20 00:00:00,23300.0,CE,75,Long,19.4,Active
2025-02-20,NIFTY,2025-02-20 00:00:00,23050.0,CE,-75,Short,66.85,Closed
2025-02-20,NIFTY,2025-02-20 00:00:00,23300.0,CE,75,Long,19.4,Closed
2025-02-24,NIFTY,2025-02-27 00:00:00,22800.0,CE,-75,Short,52.45,Active
2025-02-24,NIFTY,2025-02-27 00:00:00,23000.0,CE,75,Long,18.35,Active
2025-02-25,NIFTY,2025-02-27 00:00:00,22800.0,CE,-75,Short,52.45,Closed
2025-02-25,NIFTY,2025-02-27 00:00:00,23000.0,CE,75,Long,18.35,Closed
2025-02-28,NIFTY,2025-03-06 00:00:00,22500.0,CE,75,Long,102.2,Closed
2025-02-28,NIFTY,2025-03-06 00:00:00,22500.0,CE,75,Long,64.85,Closed
2025-03-03,NIFTY,2025-03-06 00:00:00,22150.0,CE,-75,Short,107.95,Active
2025-03-03,NIFTY,2025-03-06 00:00:00,22300.0,CE,75,Long,52.25,Active
2025-03-04,NIFTY,2025-03-06 00:00:00,22150.0,CE,-75,Short,107.95,Active
2025-03-04,NIFTY,2025-03-06 00:00:00,22300.0,CE,75,Long,52.25,Active
2025-03-05,NIFTY,2025-03-06 00:00:00,22150.0,CE,-75,Short,107.95,Active
2025-03-05,NIFTY,2025-03-06 00:00:00,22300.0,CE,75,Long,52.25,Active
2025-03-06,NIFTY,2025-03-06 00:00:00,22150.0,CE,-75,Short,107.95,Closed
2025-03-06,NIFTY,2025-03-06 00:00:00,22300.0,CE,75,Long,52.25,Closed
2025-03-25,NIFTY,2025-03-27 00:00:00,23800.0,CE,75,Long,133.4,Closed
